subject,task_key,task_bids,band,channel,power
11,gen3,genMusic03,Beta,CP6,5.647170940576755e-13
11,gen3,genMusic03,Beta,TP9,1.5116806838388954e-12
11,gen3,genMusic03,Beta,TP10,1.928969934506476e-12
11,gen3,genMusic03,Beta,POz,5.964108916647922e-13
12,classical,classicalMusic,Delta,Fp1,5.586712505215708e-10
12,classical,classicalMusic,Delta,Fp2,1.5687918597069427e-10
12,classical,classicalMusic,Delta,F3,4.219156228144623e-10
12,classical,classicalMusic,Delta,F4,1.629910053751599e-10
12,classical,classicalMusic,Delta,C3,4.3653969735827167e-10
12,classical,classicalMusic,Delta,C4,2.347323148773433e-10
12,classical,classicalMusic,Delta,P3,1.2054577911817745e-10
12,classical,classicalMusic,Delta,P4,5.527656435956571e-11
12,classical,classicalMusic,Delta,O1,4.016429859646705e-10
12,classical,classicalMusic,Delta,O2,2.690385499498147e-10
12,classical,classicalMusic,Delta,F7,1.525051779488617e-09
12,classical,classicalMusic,Delta,F8,1.0534007915789169e-09
12,classical,classicalMusic,Delta,T7,7.801897721776055e-10
12,classical,classicalMusic,Delta,T8,5.65107859492949e-10
12,classical,classicalMusic,Delta,P7,9.44653650409479e-10
12,classical,classicalMusic,Delta,P8,4.2068198875918753e-10
12,classical,classicalMusic,Delta,Fz,1.1146075816066659e-10
12,classical,classicalMusic,Delta,Cz,4.260897673551262e-11
12,classical,classicalMusic,Delta,Pz,4.292407983165047e-11
12,classical,classicalMusic,Delta,Oz,3.499909572188271e-10
12,classical,classicalMusic,Delta,FC1,1.1087848671993304e-10
12,classical,classicalMusic,Delta,FC2,5.612743305160157e-11
12,classical,classicalMusic,Delta,CP1,2.6846028878016478e-11
12,classical,classicalMusic,Delta,CP2,2.9663300636046434e-11
12,classical,classicalMusic,Delta,FC5,1.0921161762136762e-09
12,classical,classicalMusic,Delta,FC6,6.888165955538829e-10
12,classical,classicalMusic,Delta,CP5,3.3251231568557117e-10
12,classical,classicalMusic,Delta,CP6,1.1891749924843754e-10
12,classical,classicalMusic,Delta,TP9,1.2172585779966915e-09
12,classical,classicalMusic,Delta,TP10,8.22475238897655e-10
12,classical,classicalMusic,Delta,POz,8.161113502015042e-11
12,classical,classicalMusic,Alpha,Fp1,8.413616766990166e-11
12,classical,classicalMusic,Alpha,Fp2,5.968333691465324e-11
12,classical,classicalMusic,Alpha,F3,3.662048789560008e-11
12,classical,classicalMusic,Alpha,F4,2.7617566172122318e-11
12,classical,classicalMusic,Alpha,C3,3.694417989912291e-11
12,classical,classicalMusic,Alpha,C4,2.5761633738110476e-11
12,classical,classicalMusic,Alpha,P3,4.122890343039521e-11
12,classical,classicalMusic,Alpha,P4,2.6005084513670435e-11
12,classical,classicalMusic,Alpha,O1,8.640343625099757e-11
12,classical,classicalMusic,Alpha,O2,7.354350357322339e-11
12,classical,classicalMusic,Alpha,F7,1.7594110729692642e-10
12,classical,classicalMusic,Alpha,F8,1.3308765171202748e-10
12,classical,classicalMusic,Alpha,T7,7.707808646896507e-11
12,classical,classicalMusic,Alpha,T8,6.937295035276271e-11
12,classical,classicalMusic,Alpha,P7,8.694648419819297e-11
12,classical,classicalMusic,Alpha,P8,8.1901468122919e-11
12,classical,classicalMusic,Alpha,Fz,2.5111797761988768e-11
12,classical,classicalMusic,Alpha,Cz,9.289922363140289e-12
12,classical,classicalMusic,Alpha,Pz,1.733030928757366e-11
12,classical,classicalMusic,Alpha,Oz,8.148061783989875e-11
12,classical,classicalMusic,Alpha,FC1,1.0060725507495774e-11
12,classical,classicalMusic,Alpha,FC2,1.4794777062217462e-11
12,classical,classicalMusic,Alpha,CP1,1.1478355645221238e-11
12,classical,classicalMusic,Alpha,CP2,1.0967862906559105e-11
12,classical,classicalMusic,Alpha,FC5,1.037881089977597e-10
12,classical,classicalMusic,Alpha,FC6,7.288463635736904e-11
12,classical,classicalMusic,Alpha,CP5,3.577375052062454e-11
12,classical,classicalMusic,Alpha,CP6,2.1530287537623842e-11
12,classical,classicalMusic,Alpha,TP9,1.6654831407047404e-10
12,classical,classicalMusic,Alpha,TP10,1.5439237927818532e-10
12,classical,classicalMusic,Alpha,POz,3.265036571045798e-11
12,classical,classicalMusic,Beta,Fp1,7.0078664289557575e-12
12,classical,classicalMusic,Beta,Fp2,8.018915690474559e-12
12,classical,classicalMusic,Beta,F3,2.1919312825301804e-12
12,classical,classicalMusic,Beta,F4,2.309277780163935e-12
12,classical,classicalMusic,Beta,C3,9.345441927574238e-13
12,classical,classicalMusic,Beta,C4,7.503593073707839e-13
12,classical,classicalMusic,Beta,P3,2.57188932033404e-12
12,classical,classicalMusic,Beta,P4,1.809767524560556e-12
12,classical,classicalMusic,Beta,O1,5.500565797112734e-12
12,classical,classicalMusic,Beta,O2,4.952197514013528e-12
12,classical,classicalMusic,Beta,F7,3.5149700147145724e-12
12,classical,classicalMusic,Beta,F8,3.801012834957607e-12
12,classical,classicalMusic,Beta,T7,2.420176226802222e-12
12,classical,classicalMusic,Beta,T8,1.3831564062176183e-12
12,classical,classicalMusic,Beta,P7,5.81780619052894e-12
12,classical,classicalMusic,Beta,P8,2.855446565029089e-12
12,classical,classicalMusic,Beta,Fz,2.020944230166647e-12
12,classical,classicalMusic,Beta,Cz,4.555140396885753e-13
12,classical,classicalMusic,Beta,Pz,6.552920581173437e-12
12,classical,classicalMusic,Beta,Oz,5.25951621366568e-12
12,classical,classicalMusic,Beta,FC1,5.559788429200307e-13
12,classical,classicalMusic,Beta,FC2,8.413433051263969e-13
12,classical,classicalMusic,Beta,CP1,1.0771064222463608e-12
12,classical,classicalMusic,Beta,CP2,8.780892018630722e-13
12,classical,classicalMusic,Beta,FC5,1.8202967530749696e-12
12,classical,classicalMusic,Beta,FC6,1.8696677882245557e-12
12,classical,classicalMusic,Beta,CP5,2.015564596740304e-12
12,classical,classicalMusic,Beta,CP6,1.1325696424932518e-12
12,classical,classicalMusic,Beta,TP9,6.593216809026315e-12
12,classical,classicalMusic,Beta,TP10,3.2549908022021116e-12
12,classical,classicalMusic,Beta,POz,2.819802193662278e-12
12,gen1,genMusic01,Delta,Fp1,3.954688839001049e-11
12,gen1,genMusic01,Delta,Fp2,3.234170187839859e-11
12,gen1,genMusic01,Delta,F3,1.7298569803519356e-11
12,gen1,genMusic01,Delta,F4,1.6454144506163342e-11
12,gen1,genMusic01,Delta,C3,8.445100610541008e-12
12,gen1,genMusic01,Delta,C4,1.2473128950368095e-11
12,gen1,genMusic01,Delta,P3,1.0119620315573868e-11
12,gen1,genMusic01,Delta,P4,1.2127429473630725e-11
12,gen1,genMusic01,Delta,O1,3.592227933706717e-11
12,gen1,genMusic01,Delta,O2,3.813139158033419e-11
12,gen1,genMusic01,Delta,F7,5.778510135650804e-11
12,gen1,genMusic01,Delta,F8,5.747294042560402e-11
12,gen1,genMusic01,Delta,T7,5.972478663732815e-11
12,gen1,genMusic01,Delta,T8,4.646370967911987e-11
12,gen1,genMusic01,Delta,P7,4.701385365288463e-11
12,gen1,genMusic01,Delta,P8,4.848392532166671e-11
12,gen1,genMusic01,Delta,Fz,7.791671644161953e-12
12,gen1,genMusic01,Delta,Cz,6.293583714521898e-12
12,gen1,genMusic01,Delta,Pz,3.2396853674540404e-11
12,gen1,genMusic01,Delta,Oz,3.738981643200106e-11
12,gen1,genMusic01,Delta,FC1,5.5252332039942045e-12
12,gen1,genMusic01,Delta,FC2,1.0334146278209457e-11
12,gen1,genMusic01,Delta,CP1,4.47926011348598e-12
12,gen1,genMusic01,Delta,CP2,1.0137608971295108e-11
12,gen1,genMusic01,Delta,FC5,3.076099128991957e-11
12,gen1,genMusic01,Delta,FC6,2.7549100394800477e-11
12,gen1,genMusic01,Delta,CP5,2.2905895220430948e-11
12,gen1,genMusic01,Delta,CP6,1.7913873520710353e-11
12,gen1,genMusic01,Delta,TP9,1.5140842986550936e-10
12,gen1,genMusic01,Delta,TP10,1.1020391497331802e-10
12,gen1,genMusic01,Delta,POz,1.6329459265617845e-11
12,gen1,genMusic01,Alpha,Fp1,2.3206650002012277e-11
12,gen1,genMusic01,Alpha,Fp2,2.4006452420527075e-11
12,gen1,genMusic01,Alpha,F3,8.359200673463658e-12
12,gen1,genMusic01,Alpha,F4,5.857180974244083e-12
12,gen1,genMusic01,Alpha,C3,6.661782793662885e-12
12,gen1,genMusic01,Alpha,C4,4.585374841996933e-12
12,gen1,genMusic01,Alpha,P3,1.1585142345910157e-11
12,gen1,genMusic01,Alpha,P4,8.911838728651034e-12
12,gen1,genMusic01,Alpha,O1,4.9355458339654673e-11
12,gen1,genMusic01,Alpha,O2,4.021114478608755e-11
12,gen1,genMusic01,Alpha,F7,3.114200369146671e-11
12,gen1,genMusic01,Alpha,F8,3.832042815240319e-11
12,gen1,genMusic01,Alpha,T7,2.8236348090271758e-11
12,gen1,genMusic01,Alpha,T8,2.4555813621717133e-11
12,gen1,genMusic01,Alpha,P7,3.633512960101413e-11
12,gen1,genMusic01,Alpha,P8,2.9415851455864524e-11
12,gen1,genMusic01,Alpha,Fz,5.74146521130403e-12
12,gen1,genMusic01,Alpha,Cz,7.1432481764864186e-12
12,gen1,genMusic01,Alpha,Pz,9.230033747949722e-12
12,gen1,genMusic01,Alpha,Oz,4.5961111617452513e-11
12,gen1,genMusic01,Alpha,FC1,4.1698051931799355e-12
12,gen1,genMusic01,Alpha,FC2,6.013699655391193e-12
12,gen1,genMusic01,Alpha,CP1,2.7852161035740886e-12
12,gen1,genMusic01,Alpha,CP2,8.272707487971232e-12
12,gen1,genMusic01,Alpha,FC5,1.9127626826566992e-11
12,gen1,genMusic01,Alpha,FC6,1.6009266291698148e-11
12,gen1,genMusic01,Alpha,CP5,1.1851036913036034e-11
12,gen1,genMusic01,Alpha,CP6,7.591484504590916e-12
12,gen1,genMusic01,Alpha,TP9,9.076615735374259e-11
12,gen1,genMusic01,Alpha,TP10,5.797823139434573e-11
12,gen1,genMusic01,Alpha,POz,1.6381226871769476e-11
12,gen1,genMusic01,Beta,Fp1,1.040162213953196e-12
12,gen1,genMusic01,Beta,Fp2,9.752669141102674e-13
12,gen1,genMusic01,Beta,F3,7.389884213891456e-13
12,gen1,genMusic01,Beta,F4,4.56135672652724e-13
12,gen1,genMusic01,Beta,C3,7.011305239747443e-13
12,gen1,genMusic01,Beta,C4,4.567685115163115e-13
12,gen1,genMusic01,Beta,P3,6.986172114040771e-13
12,gen1,genMusic01,Beta,P4,9.762769704762969e-13
12,gen1,genMusic01,Beta,O1,3.40853729019666e-12
12,gen1,genMusic01,Beta,O2,3.4133605409035096e-12
12,gen1,genMusic01,Beta,F7,1.952532607018136e-12
12,gen1,genMusic01,Beta,F8,1.9824815510141153e-12
12,gen1,genMusic01,Beta,T7,1.3157811028749574e-12
12,gen1,genMusic01,Beta,T8,1.7868078075598275e-12
12,gen1,genMusic01,Beta,P7,1.6451340932265758e-12
12,gen1,genMusic01,Beta,P8,2.5141084891724086e-12
12,gen1,genMusic01,Beta,Fz,4.908408192978504e-13
12,gen1,genMusic01,Beta,Cz,4.556738874037623e-13
12,gen1,genMusic01,Beta,Pz,3.3191445511900707e-12
12,gen1,genMusic01,Beta,Oz,3.7436929824807935e-12
12,gen1,genMusic01,Beta,FC1,5.499943585814909e-13
12,gen1,genMusic01,Beta,FC2,3.6884454844996054e-13
12,gen1,genMusic01,Beta,CP1,2.9589611681947355e-13
12,gen1,genMusic01,Beta,CP2,4.4219282638311765e-13
12,gen1,genMusic01,Beta,FC5,1.405231948800275e-12
12,gen1,genMusic01,Beta,FC6,1.1264939364871242e-12
12,gen1,genMusic01,Beta,CP5,6.316071300483256e-13
12,gen1,genMusic01,Beta,CP6,1.0917242828442535e-12
12,gen1,genMusic01,Beta,TP9,3.707399703543697e-12
12,gen1,genMusic01,Beta,TP10,3.996325987688441e-12
12,gen1,genMusic01,Beta,POz,1.5947592544165903e-12
12,gen2,genMusic02,Delta,Fp1,1.098280548017312e-10
12,gen2,genMusic02,Delta,Fp2,5.462191983831594e-11
12,gen2,genMusic02,Delta,F3,5.7089073570427894e-11
12,gen2,genMusic02,Delta,F4,2.720557969751609e-11
12,gen2,genMusic02,Delta,C3,1.4622008735226446e-11
12,gen2,genMusic02,Delta,C4,2.6433120913228335e-11
12,gen2,genMusic02,Delta,P3,1.81159733985545e-11
12,gen2,genMusic02,Delta,P4,4.103062836885922e-11
12,gen2,genMusic02,Delta,O1,2.7701424520322397e-11
12,gen2,genMusic02,Delta,O2,4.043439883679183e-11
12,gen2,genMusic02,Delta,F7,1.1003765834712758e-10
12,gen2,genMusic02,Delta,F8,9.465757434684196e-11
12,gen2,genMusic02,Delta,T7,7.756037923283115e-11
12,gen2,genMusic02,Delta,T8,1.408981787369307e-10
12,gen2,genMusic02,Delta,P7,6.735868221681846e-11
12,gen2,genMusic02,Delta,P8,1.2013606506363827e-10
12,gen2,genMusic02,Delta,Fz,1.4826738101038593e-11
12,gen2,genMusic02,Delta,Cz,6.786274848292784e-12
12,gen2,genMusic02,Delta,Pz,8.038976812727832e-11
12,gen2,genMusic02,Delta,Oz,3.6090472346507835e-11
12,gen2,genMusic02,Delta,FC1,1.7203540026862455e-11
12,gen2,genMusic02,Delta,FC2,1.5546193332905946e-11
12,gen2,genMusic02,Delta,CP1,8.301975865075888e-12
12,gen2,genMusic02,Delta,CP2,2.1141471301944356e-11
12,gen2,genMusic02,Delta,FC5,5.4952501672033846e-11
12,gen2,genMusic02,Delta,FC6,5.419871575792017e-11
12,gen2,genMusic02,Delta,CP5,4.136248948186819e-11
12,gen2,genMusic02,Delta,CP6,6.533135395238679e-11
12,gen2,genMusic02,Delta,TP9,1.653242840256696e-10
12,gen2,genMusic02,Delta,TP10,1.94634858444034e-10
12,gen2,genMusic02,Delta,POz,2.0555920061304134e-11
12,gen2,genMusic02,Alpha,Fp1,1.920378550045134e-11
12,gen2,genMusic02,Alpha,Fp2,1.846411483116804e-11
12,gen2,genMusic02,Alpha,F3,7.158385497566885e-12
12,gen2,genMusic02,Alpha,F4,7.248346076220031e-12
12,gen2,genMusic02,Alpha,C3,4.4758780315468144e-12
12,gen2,genMusic02,Alpha,C4,4.164290368600131e-12
12,gen2,genMusic02,Alpha,P3,1.9293742255026927e-11
12,gen2,genMusic02,Alpha,P4,1.8229384668364062e-11
12,gen2,genMusic02,Alpha,O1,3.1096767497693503e-11
12,gen2,genMusic02,Alpha,O2,2.709163154151884e-11
12,gen2,genMusic02,Alpha,F7,1.6820524740994673e-11
12,gen2,genMusic02,Alpha,F8,1.5816854374680225e-11
12,gen2,genMusic02,Alpha,T7,1.6225150768152943e-11
12,gen2,genMusic02,Alpha,T8,1.3610806317449812e-11
12,gen2,genMusic02,Alpha,P7,2.7385797987432228e-11
12,gen2,genMusic02,Alpha,P8,2.5719078442001915e-11
12,gen2,genMusic02,Alpha,Fz,6.718786822105523e-12
12,gen2,genMusic02,Alpha,Cz,4.724125382913591e-12
12,gen2,genMusic02,Alpha,Pz,1.9861699698850017e-11
12,gen2,genMusic02,Alpha,Oz,3.139907552706876e-11
12,gen2,genMusic02,Alpha,FC1,3.0335805260951924e-12
12,gen2,genMusic02,Alpha,FC2,4.555101034159925e-12
12,gen2,genMusic02,Alpha,CP1,7.408361320472805e-12
12,gen2,genMusic02,Alpha,CP2,8.499369554877413e-12
12,gen2,genMusic02,Alpha,FC5,9.057588247923593e-12
12,gen2,genMusic02,Alpha,FC6,7.430514232781468e-12
12,gen2,genMusic02,Alpha,CP5,1.1189080147234988e-11
12,gen2,genMusic02,Alpha,CP6,7.988649356429491e-12
12,gen2,genMusic02,Alpha,TP9,4.442077651878417e-11
12,gen2,genMusic02,Alpha,TP10,2.5094296893571792e-11
12,gen2,genMusic02,Alpha,POz,1.5121924289620626e-11
12,gen2,genMusic02,Beta,Fp1,2.1621283318191098e-12
12,gen2,genMusic02,Beta,Fp2,1.65463864412002e-12
12,gen2,genMusic02,Beta,F3,1.1872042285319562e-12
12,gen2,genMusic02,Beta,F4,8.693194932590906e-13
12,gen2,genMusic02,Beta,C3,1.0010661572568136e-12
12,gen2,genMusic02,Beta,C4,8.952448372822551e-13
12,gen2,genMusic02,Beta,P3,1.3190136569562427e-12
12,gen2,genMusic02,Beta,P4,1.1112925933821477e-12
12,gen2,genMusic02,Beta,O1,2.7055388869693895e-12
12,gen2,genMusic02,Beta,O2,2.669467143639905e-12
12,gen2,genMusic02,Beta,F7,1.3436960605574751e-12
12,gen2,genMusic02,Beta,F8,1.3550025751885888e-12
12,gen2,genMusic02,Beta,T7,1.0920641126097612e-12
12,gen2,genMusic02,Beta,T8,1.3194537908891055e-12
12,gen2,genMusic02,Beta,P7,1.6764416792627568e-12
12,gen2,genMusic02,Beta,P8,2.330623917398632e-12
12,gen2,genMusic02,Beta,Fz,1.3436622914286823e-12
12,gen2,genMusic02,Beta,Cz,7.919387610275549e-13
12,gen2,genMusic02,Beta,Pz,1.6240871824827648e-09
12,gen2,genMusic02,Beta,Oz,2.766781829813093e-12
12,gen2,genMusic02,Beta,FC1,1.0439910636755405e-12
12,gen2,genMusic02,Beta,FC2,1.0239174848359339e-12
12,gen2,genMusic02,Beta,CP1,8.073554888848803e-13
12,gen2,genMusic02,Beta,CP2,6.985509579542475e-13
12,gen2,genMusic02,Beta,FC5,1.2228280683210978e-12
12,gen2,genMusic02,Beta,FC6,9.644051301786956e-13
12,gen2,genMusic02,Beta,CP5,1.008677781213467e-12
12,gen2,genMusic02,Beta,CP6,1.0440219172160638e-12
12,gen2,genMusic02,Beta,TP9,2.3529517074755226e-12
12,gen2,genMusic02,Beta,TP10,2.6113398568097393e-12
12,gen2,genMusic02,Beta,POz,1.768738405808998e-12
12,gen3,genMusic03,Delta,Fp1,8.705848855763056e-11
12,gen3,genMusic03,Delta,Fp2,5.797926903860202e-11
12,gen3,genMusic03,Delta,F3,3.626377641431029e-11
12,gen3,genMusic03,Delta,F4,3.6083117103193414e-11
12,gen3,genMusic03,Delta,C3,2.5355540314533412e-11
12,gen3,genMusic03,Delta,C4,4.018690834059675e-11
12,gen3,genMusic03,Delta,P3,1.568428513608293e-11
12,gen3,genMusic03,Delta,P4,2.0385085436797637e-11
12,gen3,genMusic03,Delta,O1,1.5875572060657433e-11
12,gen3,genMusic03,Delta,O2,2.3740661547264917e-11
12,gen3,genMusic03,Delta,F7,1.0125001640829775e-10
12,gen3,genMusic03,Delta,F8,9.611242268506601e-11
12,gen3,genMusic03,Delta,T7,5.3585004772953945e-11
12,gen3,genMusic03,Delta,T8,6.527868578989096e-11
12,gen3,genMusic03,Delta,P7,4.272897868507979e-11
12,gen3,genMusic03,Delta,P8,6.073688778060686e-11
12,gen3,genMusic03,Delta,Fz,1.4711143027907873e-11
12,gen3,genMusic03,Delta,Cz,7.831217948339392e-12
12,gen3,genMusic03,Delta,Pz,1.6943985268716716e-11
12,gen3,genMusic03,Delta,Oz,1.9391798801231376e-11
12,gen3,genMusic03,Delta,FC1,1.098966292892558e-11
12,gen3,genMusic03,Delta,FC2,2.6812841110998873e-11
12,gen3,genMusic03,Delta,CP1,9.336051348963199e-12
12,gen3,genMusic03,Delta,CP2,1.7171194293116098e-11
12,gen3,genMusic03,Delta,FC5,6.123153977923571e-11
12,gen3,genMusic03,Delta,FC6,6.912126449116066e-11
12,gen3,genMusic03,Delta,CP5,2.602059565258857e-11
12,gen3,genMusic03,Delta,CP6,3.039867305910192e-11
12,gen3,genMusic03,Delta,TP9,9.674221287708937e-11
12,gen3,genMusic03,Delta,TP10,1.0540822682298869e-10
12,gen3,genMusic03,Delta,POz,1.55929237848675e-11
12,gen3,genMusic03,Alpha,Fp1,1.1359938098511374e-11
12,gen3,genMusic03,Alpha,Fp2,1.548462249541015e-11
12,gen3,genMusic03,Alpha,F3,4.017696418630365e-12
12,gen3,genMusic03,Alpha,F4,8.718427542404616e-12
12,gen3,genMusic03,Alpha,C3,6.528381083506723e-12
12,gen3,genMusic03,Alpha,C4,5.778067081687213e-12
12,gen3,genMusic03,Alpha,P3,2.362093016914836e-11
12,gen3,genMusic03,Alpha,P4,1.799908047777308e-11
12,gen3,genMusic03,Alpha,O1,4.092507054922495e-11
12,gen3,genMusic03,Alpha,O2,3.101479977094317e-11
12,gen3,genMusic03,Alpha,F7,8.579951105608744e-12
12,gen3,genMusic03,Alpha,F8,1.378539937720924e-11
12,gen3,genMusic03,Alpha,T7,1.2055721011883477e-11
12,gen3,genMusic03,Alpha,T8,7.463912355150948e-12
12,gen3,genMusic03,Alpha,P7,2.800503984972188e-11
12,gen3,genMusic03,Alpha,P8,2.5869909426530884e-11
12,gen3,genMusic03,Alpha,Fz,8.812406281914737e-12
12,gen3,genMusic03,Alpha,Cz,7.140338606276814e-12
12,gen3,genMusic03,Alpha,Pz,1.054583574465277e-11
12,gen3,genMusic03,Alpha,Oz,3.641886134621197e-11
12,gen3,genMusic03,Alpha,FC1,3.838817995283658e-12
12,gen3,genMusic03,Alpha,FC2,6.325555797435526e-12
12,gen3,genMusic03,Alpha,CP1,9.70221759704093e-12
12,gen3,genMusic03,Alpha,CP2,8.820014011813367e-12
12,gen3,genMusic03,Alpha,FC5,5.4244510444676995e-12
12,gen3,genMusic03,Alpha,FC6,7.079992209767698e-12
12,gen3,genMusic03,Alpha,CP5,1.1018236429779876e-11
12,gen3,genMusic03,Alpha,CP6,8.086700240370654e-12
12,gen3,genMusic03,Alpha,TP9,4.132218665589444e-11
12,gen3,genMusic03,Alpha,TP10,1.9956767380988174e-11
12,gen3,genMusic03,Alpha,POz,1.7017255581772948e-11
12,gen3,genMusic03,Beta,Fp1,1.507184216735751e-12
12,gen3,genMusic03,Beta,Fp2,1.4443505358200201e-12
12,gen3,genMusic03,Beta,F3,6.291634850294986e-13
12,gen3,genMusic03,Beta,F4,6.405525739445813e-13
12,gen3,genMusic03,Beta,C3,4.968799072154864e-13
12,gen3,genMusic03,Beta,C4,3.951172151943711e-13
12,gen3,genMusic03,Beta,P3,9.638641842318622e-13
12,gen3,genMusic03,Beta,P4,8.99065698874255e-13
12,gen3,genMusic03,Beta,O1,2.9996424508520652e-12
12,gen3,genMusic03,Beta,O2,2.6278587327213697e-12
12,gen3,genMusic03,Beta,F7,1.0236586278841721e-12
12,gen3,genMusic03,Beta,F8,1.0425228149926493e-12
12,gen3,genMusic03,Beta,T7,7.384488731899583e-13
12,gen3,genMusic03,Beta,T8,5.8621722860632e-13
12,gen3,genMusic03,Beta,P7,1.4543266317567445e-12
12,gen3,genMusic03,Beta,P8,1.5731850168985634e-12
12,gen3,genMusic03,Beta,Fz,6.688454239855807e-13
12,gen3,genMusic03,Beta,Cz,3.1865963999080604e-13
12,gen3,genMusic03,Beta,Pz,9.301745626922077e-13
12,gen3,genMusic03,Beta,Oz,2.90319231931357e-12
12,gen3,genMusic03,Beta,FC1,3.57304486783059e-13
12,gen3,genMusic03,Beta,FC2,4.6007841938456e-13
12,gen3,genMusic03,Beta,CP1,3.213276526698112e-13
12,gen3,genMusic03,Beta,CP2,3.439134971353964e-13
12,gen3,genMusic03,Beta,FC5,6.750221208290755e-13
12,gen3,genMusic03,Beta,FC6,5.575393599238287e-13
12,gen3,genMusic03,Beta,CP5,6.596260665632218e-13
12,gen3,genMusic03,Beta,CP6,6.316227333011732e-13
12,gen3,genMusic03,Beta,TP9,2.4341534233490517e-12
12,gen3,genMusic03,Beta,TP10,1.9301715229536223e-12
12,gen3,genMusic03,Beta,POz,1.582924430803799e-12
13,gen2,genMusic02,Delta,Fp1,8.925106709061485e-11
13,gen2,genMusic02,Delta,Fp2,1.0701817455812625e-10
13,gen2,genMusic02,Delta,F3,4.480990892313782e-11
13,gen2,genMusic02,Delta,F4,4.776548791962854e-11
13,gen2,genMusic02,Delta,C3,4.126356436793965e-11
13,gen2,genMusic02,Delta,C4,3.565100104347271e-11
13,gen2,genMusic02,Delta,P3,2.052849070468425e-11
13,gen2,genMusic02,Delta,P4,1.806063529094907e-11
13,gen2,genMusic02,Delta,O1,4.3150253048666704e-11
13,gen2,genMusic02,Delta,O2,2.682928890938338e-11
13,gen2,genMusic02,Delta,F7,1.6602840271844595e-10
13,gen2,genMusic02,Delta,F8,2.5607853558104676e-10
13,gen2,genMusic02,Delta,T7,1.9198067010078478e-10
13,gen2,genMusic02,Delta,T8,1.6413090335051646e-10
13,gen2,genMusic02,Delta,P7,8.850565453078724e-11
13,gen2,genMusic02,Delta,P8,4.7119986081533907e-11
13,gen2,genMusic02,Delta,Fz,1.2007809999791589e-11
13,gen2,genMusic02,Delta,Cz,9.566770651617943e-12
13,gen2,genMusic02,Delta,Pz,1.1422075281360262e-11
13,gen2,genMusic02,Delta,Oz,3.056520125365933e-11
13,gen2,genMusic02,Delta,FC1,9.077833383573318e-12
13,gen2,genMusic02,Delta,FC2,1.816447392258089e-11
13,gen2,genMusic02,Delta,CP1,1.3964195559489002e-11
13,gen2,genMusic02,Delta,CP2,1.1615003387404562e-11
13,gen2,genMusic02,Delta,FC5,1.2310208715920194e-10
13,gen2,genMusic02,Delta,FC6,1.013937631631955e-10
13,gen2,genMusic02,Delta,CP5,5.110300047919782e-11
13,gen2,genMusic02,Delta,CP6,3.740792687129337e-11
13,gen2,genMusic02,Delta,TP9,2.3611986561316017e-10
13,gen2,genMusic02,Delta,TP10,1.3700075927879629e-10
13,gen2,genMusic02,Delta,POz,1.4729282199636764e-11
13,gen2,genMusic02,Alpha,Fp1,8.77563811285987e-12
13,gen2,genMusic02,Alpha,Fp2,1.1656255579644223e-11
13,gen2,genMusic02,Alpha,F3,5.939624861667121e-12
13,gen2,genMusic02,Alpha,F4,3.136394492455e-12
13,gen2,genMusic02,Alpha,C3,3.0551880321221e-12
13,gen2,genMusic02,Alpha,C4,3.726234715870845e-12
13,gen2,genMusic02,Alpha,P3,2.2954560952048107e-12
13,gen2,genMusic02,Alpha,P4,2.7472932121017274e-12
13,gen2,genMusic02,Alpha,O1,1.7759480025938754e-11
13,gen2,genMusic02,Alpha,O2,9.825988047161232e-12
13,gen2,genMusic02,Alpha,F7,9.603505422823062e-12
13,gen2,genMusic02,Alpha,F8,2.951079228958059e-11
13,gen2,genMusic02,Alpha,T7,1.7216417604774512e-11
13,gen2,genMusic02,Alpha,T8,1.799609378698278e-11
13,gen2,genMusic02,Alpha,P7,2.253307676039853e-11
13,gen2,genMusic02,Alpha,P8,6.549397303790196e-12
13,gen2,genMusic02,Alpha,Fz,2.382690810537573e-12
13,gen2,genMusic02,Alpha,Cz,2.730253859101323e-12
13,gen2,genMusic02,Alpha,Pz,1.4371142296371601e-12
13,gen2,genMusic02,Alpha,Oz,1.260481799843351e-11
13,gen2,genMusic02,Alpha,FC1,2.815962899354191e-12
13,gen2,genMusic02,Alpha,FC2,2.297968200307573e-12
13,gen2,genMusic02,Alpha,CP1,1.0334146707426559e-12
13,gen2,genMusic02,Alpha,CP2,1.822183363755385e-12
13,gen2,genMusic02,Alpha,FC5,7.866353343307423e-12
13,gen2,genMusic02,Alpha,FC6,1.0655041678755001e-11
13,gen2,genMusic02,Alpha,CP5,4.635735836288864e-12
13,gen2,genMusic02,Alpha,CP6,4.60517046727576e-12
13,gen2,genMusic02,Alpha,TP9,6.673397837173203e-11
13,gen2,genMusic02,Alpha,TP10,1.811304525828866e-11
13,gen2,genMusic02,Alpha,POz,3.456633532551751e-12
13,gen2,genMusic02,Beta,Fp1,9.761056388967794e-13
13,gen2,genMusic02,Beta,Fp2,1.5253111388547877e-12
13,gen2,genMusic02,Beta,F3,8.541058130724667e-13
13,gen2,genMusic02,Beta,F4,5.177851389519347e-13
13,gen2,genMusic02,Beta,C3,4.703113541551608e-13
13,gen2,genMusic02,Beta,C4,4.147251265221304e-13
13,gen2,genMusic02,Beta,P3,6.745914443013177e-13
13,gen2,genMusic02,Beta,P4,4.3317863697472774e-13
